time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-07 00:00:00+00:00,4,4,18,11
2023-09-08 00:00:00+00:00,17,8,36,10
2023-09-09 00:00:00+00:00,1,1,62,8
2023-09-10 00:00:00+00:00,4,3,23,6
2023-09-11 00:00:00+00:00,6,5,14,9
2023-09-12 00:00:00+00:00,4,4,15,4
2023-09-13 00:00:00+00:00,8,5,9,6
2023-09-14 00:00:00+00:00,5,3,16,8
2023-09-15 00:00:00+00:00,8,6,46,18
2023-09-16 00:00:00+00:00,12,6,19,12
2023-09-17 00:00:00+00:00,3,2,71,30
2023-09-18 00:00:00+00:00,7,6,12,6
2023-09-19 00:00:00+00:00,7,5,4,2
2023-09-20 00:00:00+00:00,4,3,22,11
