time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-08 00:00:00+00:00,2.0,2.0,8,4
2023-01-09 00:00:00+00:00,6.0,5.0,23,6
2023-01-10 00:00:00+00:00,4.0,3.0,11,5
2023-01-11 00:00:00+00:00,8.0,7.0,25,10
2023-01-12 00:00:00+00:00,3.0,3.0,13,7
2023-01-13 00:00:00+00:00,7.0,5.0,5,3
2023-01-14 00:00:00+00:00,6.0,5.0,1,1
2023-01-15 00:00:00+00:00,1.0,1.0,13,5
2023-01-16 00:00:00+00:00,7.0,6.0,25,7
2023-01-17 00:00:00+00:00,5.0,2.0,15,5
2023-01-18 00:00:00+00:00,8.0,6.0,16,6
2023-01-19 00:00:00+00:00,6.0,5.0,56,9
2023-01-20 00:00:00+00:00,7.0,5.0,22,6
2023-01-21 00:00:00+00:00,,,10,6
