url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,262,141
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,72,53
/mmvanheusden/SteamDepotDownloaderGUI/issues/150,29,14
/mmvanheusden/SteamDepotDownloaderGUI/issues,18,9
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,14,13
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,14,11
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,12,6
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.3.1,11,10
/mmvanheusden/SteamDepotDownloaderGUI/releases,9,9
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.0,7,5
