time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-27 00:00:00+00:00,6.0,4.0,20,11
2023-08-28 00:00:00+00:00,24.0,14.0,39,9
2023-08-29 00:00:00+00:00,11.0,7.0,39,10
2023-08-30 00:00:00+00:00,9.0,6.0,16,8
2023-08-31 00:00:00+00:00,5.0,4.0,23,14
2023-09-01 00:00:00+00:00,21.0,10.0,21,11
2023-09-02 00:00:00+00:00,6.0,4.0,20,11
2023-09-03 00:00:00+00:00,4.0,3.0,27,11
2023-09-04 00:00:00+00:00,9.0,8.0,12,6
2023-09-05 00:00:00+00:00,3.0,3.0,21,6
2023-09-06 00:00:00+00:00,3.0,3.0,36,9
2023-09-07 00:00:00+00:00,4.0,4.0,18,11
2023-09-08 00:00:00+00:00,17.0,8.0,36,10
2023-09-09 00:00:00+00:00,,,61,8
