time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-25 00:00:00+00:00,3.0,2.0,15,8
2023-06-26 00:00:00+00:00,8.0,5.0,29,9
2023-06-27 00:00:00+00:00,5.0,4.0,29,12
2023-06-28 00:00:00+00:00,5.0,3.0,19,4
2023-06-29 00:00:00+00:00,7.0,5.0,30,11
2023-06-30 00:00:00+00:00,17.0,7.0,40,7
2023-07-01 00:00:00+00:00,6.0,5.0,23,10
2023-07-02 00:00:00+00:00,5.0,4.0,39,13
2023-07-03 00:00:00+00:00,9.0,7.0,4,3
2023-07-04 00:00:00+00:00,3.0,2.0,21,13
2023-07-05 00:00:00+00:00,5.0,3.0,35,16
2023-07-06 00:00:00+00:00,5.0,3.0,19,9
2023-07-07 00:00:00+00:00,7.0,3.0,13,8
2023-07-08 00:00:00+00:00,,,8,7
