url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,98,70
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,60,41
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,7,6
/mmvanheusden/SteamDepotDownloaderGUI/releases,5,5
/mmvanheusden/SteamDepotDownloaderGUI/issues,5,2
/mmvanheusden/SteamDepotDownloaderGUI/search,4,2
/mmvanheusden/SteamDepotDownloaderGUI/compare/v2.0.6...v2.1.0,3,2
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/contributing.md,2,2
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,2,1
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/README.md,2,1
