time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-21 00:00:00+00:00,6,4,68,16
2023-07-22 00:00:00+00:00,4,3,56,15
2023-07-23 00:00:00+00:00,4,3,43,13
2023-07-24 00:00:00+00:00,8,6,35,13
2023-07-25 00:00:00+00:00,13,6,42,16
2023-07-26 00:00:00+00:00,7,5,29,11
2023-07-27 00:00:00+00:00,5,3,36,11
2023-07-28 00:00:00+00:00,13,9,26,14
2023-07-29 00:00:00+00:00,3,2,29,11
2023-07-30 00:00:00+00:00,4,3,7,5
2023-07-31 00:00:00+00:00,6,4,9,4
2023-08-01 00:00:00+00:00,5,3,6,5
2023-08-02 00:00:00+00:00,9,5,67,19
2023-08-03 00:00:00+00:00,2,1,10,6
