url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,306,170
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,160,88
/mmvanheusden/SteamDepotDownloaderGUI/issues,18,12
/mmvanheusden/SteamDepotDownloaderGUI/releases,17,14
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,12,6
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,10,6
/mmvanheusden/SteamDepotDownloaderGUI/issues/153,10,4
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,9,8
/mmvanheusden/SteamDepotDownloaderGUI/issues/150,7,4
/mmvanheusden/SteamDepotDownloaderGUI/discussions,5,5
