time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-07 00:00:00+00:00,1,1,7,4
2023-01-08 00:00:00+00:00,2,2,8,4
2023-01-09 00:00:00+00:00,6,5,23,6
2023-01-10 00:00:00+00:00,4,3,11,5
2023-01-11 00:00:00+00:00,8,7,25,10
2023-01-12 00:00:00+00:00,3,3,13,7
2023-01-13 00:00:00+00:00,7,5,5,3
2023-01-14 00:00:00+00:00,6,5,1,1
2023-01-15 00:00:00+00:00,1,1,13,5
2023-01-16 00:00:00+00:00,7,6,25,7
2023-01-17 00:00:00+00:00,5,2,15,5
2023-01-18 00:00:00+00:00,8,6,16,6
2023-01-19 00:00:00+00:00,6,5,56,9
2023-01-20 00:00:00+00:00,6,4,22,6
