url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,129,80
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,70,55
/mmvanheusden/SteamDepotDownloaderGUI/issues,11,7
/mmvanheusden/SteamDepotDownloaderGUI/releases,11,7
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,7,7
/mmvanheusden/SteamDepotDownloaderGUI/pulls,5,5
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,3,2
/mmvanheusden/SteamDepotDownloaderGUI/forks,3,1
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v1.3.0-c,3,1
/mmvanheusden/SteamDepotDownloaderGUI/discussions,2,2
