time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-05 00:00:00+00:00,9,7,13,5
2023-04-06 00:00:00+00:00,4,3,23,6
2023-04-07 00:00:00+00:00,6,5,16,7
2023-04-08 00:00:00+00:00,2,2,13,5
2023-04-09 00:00:00+00:00,5,4,12,5
2023-04-10 00:00:00+00:00,14,7,29,8
2023-04-11 00:00:00+00:00,8,7,8,6
2023-04-12 00:00:00+00:00,6,5,17,7
2023-04-13 00:00:00+00:00,17,6,55,12
2023-04-14 00:00:00+00:00,7,6,46,11
2023-04-15 00:00:00+00:00,10,6,43,18
2023-04-16 00:00:00+00:00,3,3,19,9
2023-04-17 00:00:00+00:00,5,4,29,7
2023-04-18 00:00:00+00:00,2,2,38,14
