time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-05 00:00:00+00:00,9.0,8.0,17,7
2022-12-06 00:00:00+00:00,9.0,7.0,22,6
2022-12-07 00:00:00+00:00,9.0,6.0,6,3
2022-12-08 00:00:00+00:00,5.0,4.0,20,7
2022-12-09 00:00:00+00:00,4.0,3.0,28,10
2022-12-10 00:00:00+00:00,3.0,3.0,10,4
2022-12-11 00:00:00+00:00,1.0,1.0,16,11
2022-12-12 00:00:00+00:00,6.0,4.0,10,7
2022-12-13 00:00:00+00:00,9.0,7.0,5,5
2022-12-14 00:00:00+00:00,11.0,8.0,17,7
2022-12-15 00:00:00+00:00,7.0,6.0,9,7
2022-12-16 00:00:00+00:00,3.0,2.0,14,5
2022-12-17 00:00:00+00:00,3.0,3.0,27,8
2022-12-18 00:00:00+00:00,,,14,6
