url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,155,95
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.2.0,86,49
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,28,6
/mmvanheusden/SteamDepotDownloaderGUI/issues,15,7
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,13,10
/mmvanheusden/SteamDepotDownloaderGUI/releases,13,8
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,11,3
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,9,3
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github/workflows,9,2
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/CODE_OF_CONDUCT.md,7,2
