time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-11 00:00:00+00:00,8,7,25,10
2023-01-12 00:00:00+00:00,3,3,13,7
2023-01-13 00:00:00+00:00,7,5,5,3
2023-01-14 00:00:00+00:00,6,5,1,1
2023-01-15 00:00:00+00:00,1,1,13,5
2023-01-16 00:00:00+00:00,7,6,25,7
2023-01-17 00:00:00+00:00,5,2,15,5
2023-01-18 00:00:00+00:00,8,6,16,6
2023-01-19 00:00:00+00:00,6,5,56,9
2023-01-20 00:00:00+00:00,7,5,22,6
2023-01-21 00:00:00+00:00,1,1,15,7
2023-01-22 00:00:00+00:00,1,1,8,3
2023-01-23 00:00:00+00:00,154,4,28,11
2023-01-24 00:00:00+00:00,2,1,12,7
