url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,169,99
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,47,32
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,27,19
/mmvanheusden/SteamDepotDownloaderGUI/issues,15,10
/mmvanheusden/SteamDepotDownloaderGUI/releases,13,10
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,7,7
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,7,4
/mmvanheusden/SteamDepotDownloaderGUI/discussions,5,2
/mmvanheusden/SteamDepotDownloaderGUI/tree/v2.1.1,5,2
/mmvanheusden/SteamDepotDownloaderGUI/issues/82,4,3
