time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-16 00:00:00+00:00,3,3,23,8
2023-11-17 00:00:00+00:00,6,5,14,6
2023-11-18 00:00:00+00:00,4,4,29,11
2023-11-19 00:00:00+00:00,3,3,28,6
2023-11-20 00:00:00+00:00,18,11,9,6
2023-11-21 00:00:00+00:00,6,6,10,7
2023-11-22 00:00:00+00:00,13,7,30,10
2023-11-23 00:00:00+00:00,5,5,9,6
2023-11-24 00:00:00+00:00,6,5,42,16
2023-11-25 00:00:00+00:00,14,6,27,9
2023-11-26 00:00:00+00:00,5,4,79,19
2023-11-27 00:00:00+00:00,6,6,34,18
2023-11-28 00:00:00+00:00,5,4,34,13
2023-11-29 00:00:00+00:00,1,1,10,8
