time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-16 00:00:00+00:00,8,3,32,5
2022-11-17 00:00:00+00:00,9,6,11,6
2022-11-18 00:00:00+00:00,9,7,7,3
2022-11-19 00:00:00+00:00,15,10,11,5
2022-11-20 00:00:00+00:00,3,3,11,6
2022-11-21 00:00:00+00:00,3,3,10,5
2022-11-22 00:00:00+00:00,5,4,12,8
2022-11-23 00:00:00+00:00,6,5,58,9
2022-11-24 00:00:00+00:00,9,7,20,7
2022-11-25 00:00:00+00:00,10,8,9,3
2022-11-26 00:00:00+00:00,3,3,11,6
2022-11-27 00:00:00+00:00,2,2,23,10
2022-11-28 00:00:00+00:00,1,1,49,3
2022-11-29 00:00:00+00:00,3,2,13,4
