time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-19 00:00:00+00:00,3.0,3.0,28,6
2023-11-20 00:00:00+00:00,18.0,11.0,9,6
2023-11-21 00:00:00+00:00,6.0,6.0,10,7
2023-11-22 00:00:00+00:00,13.0,7.0,30,10
2023-11-23 00:00:00+00:00,5.0,5.0,9,6
2023-11-24 00:00:00+00:00,6.0,5.0,42,16
2023-11-25 00:00:00+00:00,14.0,6.0,27,9
2023-11-26 00:00:00+00:00,5.0,4.0,79,19
2023-11-27 00:00:00+00:00,6.0,6.0,34,18
2023-11-28 00:00:00+00:00,5.0,4.0,34,13
2023-11-29 00:00:00+00:00,3.0,3.0,10,8
2023-11-30 00:00:00+00:00,2.0,2.0,23,8
2023-12-01 00:00:00+00:00,7.0,5.0,13,7
2023-12-02 00:00:00+00:00,,,19,8
