time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-07 00:00:00+00:00,13,6,3,2
2023-02-08 00:00:00+00:00,10,6,13,6
2023-02-09 00:00:00+00:00,3,2,18,8
2023-02-10 00:00:00+00:00,11,6,25,10
2023-02-11 00:00:00+00:00,6,3,32,6
2023-02-12 00:00:00+00:00,6,5,9,4
2023-02-13 00:00:00+00:00,3,3,24,8
2023-02-14 00:00:00+00:00,3,2,9,7
2023-02-15 00:00:00+00:00,13,3,29,7
2023-02-16 00:00:00+00:00,6,5,19,7
2023-02-17 00:00:00+00:00,7,5,6,3
2023-02-18 00:00:00+00:00,1,1,32,7
2023-02-19 00:00:00+00:00,3,3,8,4
2023-02-20 00:00:00+00:00,3,2,11,3
