url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,110,75
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,84,52
/mmvanheusden/SteamDepotDownloaderGUI/releases,19,7
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,15,6
/mmvanheusden/SteamDepotDownloaderGUI/issues,14,6
/mmvanheusden/SteamDepotDownloaderGUI/issues/91,7,5
/mmvanheusden/SteamDepotDownloaderGUI/find/master,6,4
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/downloader.js,4,2
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,4,2
/https://github.com/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,4,1
