url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,144,90
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.2.0,78,48
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,10,6
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,6,6
/mmvanheusden/SteamDepotDownloaderGUI/issues,6,5
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,5,3
/mmvanheusden/SteamDepotDownloaderGUI/releases,4,4
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,4,2
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,4,1
/mmvanheusden/SteamDepotDownloaderGUI/actions,3,3
