time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-02 00:00:00+00:00,6,4,20,11
2023-09-03 00:00:00+00:00,4,3,27,11
2023-09-04 00:00:00+00:00,9,8,12,6
2023-09-05 00:00:00+00:00,3,3,21,6
2023-09-06 00:00:00+00:00,3,3,36,9
2023-09-07 00:00:00+00:00,4,4,18,11
2023-09-08 00:00:00+00:00,17,8,36,10
2023-09-09 00:00:00+00:00,1,1,62,8
2023-09-10 00:00:00+00:00,4,3,23,6
2023-09-11 00:00:00+00:00,6,5,14,9
2023-09-12 00:00:00+00:00,4,4,15,4
2023-09-13 00:00:00+00:00,8,5,9,6
2023-09-14 00:00:00+00:00,5,3,16,8
2023-09-15 00:00:00+00:00,3,3,46,18
