url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,122,82
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.2.0,54,37
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,20,18
/mmvanheusden/SteamDepotDownloaderGUI/releases,17,9
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,8,7
/mmvanheusden/SteamDepotDownloaderGUI/issues,7,4
/mmvanheusden/SteamDepotDownloaderGUI/tree/master,7,3
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/main.js,5,2
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,5,2
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,4,2
